r_shoulder_elev,r_elbow_flex
0.0,0.9613903939915254
0.0,0.9666438934122441
0.0,0.9718973928329627
0.0,0.9771508922536815
0.0,0.9824043916744002
0.0,0.9876578910951189
0.0,0.9929113905158377
0.0,0.9981648899365564
0.0,1.003418389357275
0.0,1.0086718887779937
0.0,1.0139253881987125
0.0,1.0191788876194312
0.0,1.02443238704015
0.0,1.0296858864608687
0.0,1.0349393858815874
0.0,1.0401928853023061
0.0,1.0454463847230249
0.0,1.0506998841437436
0.0,1.0559533835644623
0.0,1.061206882985181
0.0,1.0664603824058998
0.0,1.0717138818266183
0.0,1.076967381247337
0.0,1.0822208806680558
0.0,1.0874743800887745
0.0,1.0927278795094932
0.0,1.097981378930212
0.0,1.1032348783509307
0.0,1.1084883777716494
0.0,1.1137418771923682
0.0,1.118995376613087
0.0,1.1242488760338056
0.0,1.1295023754545244
0.0,1.134755874875243
0.0,1.1400093742959618
0.0,1.1452628737166806
0.0,1.150516373137399
0.0,1.1557698725581178
0.0,1.1610233719788365
0.0,1.1662768713995553
0.0,1.171530370820274
0.0,1.1767838702409927
0.0,1.1820373696617115
0.0,1.1872908690824302
0.0,1.192544368503149
0.0,1.1977978679238677
0.0,1.2030513673445864
0.0,1.2083048667653051
0.0,1.2135583661860239
0.0,1.2188118656067426
0.0,1.2240653650274613
0.0,1.2293188644481798
0.0,1.2345723638688986
0.0,1.2398258632896173
0.0,1.245079362710336
0.0,1.2503328621310548
0.0,1.2555863615517735
0.0,1.2608398609724922
0.0,1.266093360393211
0.0,1.2713468598139297
0.0,1.2766003592346484
0.0,1.2818538586553672
0.0,1.287107358076086
0.0,1.2923608574968046
0.0,1.2976143569175234
0.0,1.302867856338242
0.0,1.3081213557589606
0.0,1.3133748551796793
0.0,1.318628354600398
0.0,1.3238818540211168
0.0,1.3291353534418355
0.0,1.3343888528625543
0.0,1.339642352283273
0.0,1.3448958517039917
0.0,1.3501493511247105
0.0,1.3554028505454292
0.0,1.360656349966148
0.0,1.3659098493868667
0.0,1.3711633488075854
0.0,1.3764168482283041
0.0,1.3816703476490229
0.0,1.3869238470697414
0.0,1.39217734649046
0.0,1.3974308459111788
0.0,1.4026843453318976
0.0,1.4079378447526163
0.0,1.413191344173335
0.0,1.4184448435940538
0.0,1.4236983430147725
0.0,1.4289518424354912
0.0,1.43420534185621
0.0,1.4394588412769287
0.0,1.4447123406976474
0.0,1.4499658401183662
0.0,1.4552193395390849
0.0,1.4604728389598036
0.0,1.4657263383805221
0.0,1.4709798378012409
0.0,1.4762333372219596
0.0,1.4814868366426783
0.0,1.486740336063397
0.0,1.4919938354841158
0.0,1.4972473349048345
0.0,1.5025008343255533
0.0,1.507754333746272
0.0,1.5130078331669907
0.0,1.5182613325877095
0.0,1.5235148320084282
0.0,1.528768331429147
0.0,1.5340218308498657
0.0,1.5392753302705844
0.0,1.544528829691303
0.0,1.5497823291120216
0.0,1.5550358285327404
0.0,1.560289327953459
0.0,1.5655428273741778
0.0,1.5707963267948966
