Abs_r1,Abs_r2,Abs_r3,Abs_t1,Abs_t2,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,acromioclavicular_r1_l,acromioclavicular_r1_r,acromioclavicular_r2_l,acromioclavicular_r2_r,acromioclavicular_r3_l,acromioclavicular_r3_r,ankle_angle_l,ankle_angle_r,c1_skull_AR,c1_skull_FE,c1_skull_LB,c2_c1_AR,c2_c1_FE,c2_c1_LB,c3_c2_AR,c3_c2_FE,c3_c2_LB,c4_c3_AR,c4_c3_FE,c4_c3_LB,c5_c4_AR,c5_c4_FE,c5_c4_LB,c6_c5_AR,c6_c5_FE,c6_c5_LB,c7_c6_AR,c7_c6_FE,c7_c6_LB,cmc_abduction_l,cmc_abduction_r,cmc_flexion_l,cmc_flexion_r,deviation,deviation_l,elbow_flex_l,elbow_flex_r,elv_angle_l,elv_angle_r,flexion_l,flexion_r,hip_adduction_l,hip_adduction_r,hip_flexion_l,hip_flexion_r,hip_rotation_l,hip_rotation_r,ip_flexion_l,ip_flexion_r,knee_angle_l,knee_angle_l_beta_rotation1,knee_angle_l_beta_translation1,knee_angle_l_beta_translation2,knee_angle_l_rotation2,knee_angle_l_rotation3,knee_angle_l_translation1,knee_angle_l_translation2,knee_angle_r,knee_angle_r_beta_rotation1,knee_angle_r_beta_translation1,knee_angle_r_beta_translation2,knee_angle_r_rotation2,knee_angle_r_rotation3,knee_angle_r_translation1,knee_angle_r_translation2,mcp2_abduction_l,mcp2_abduction_r,mcp2_flexion_l,mcp2_flexion_r,mcp3_abduction_l,mcp3_abduction_r,mcp3_flexion_l,mcp3_flexion_r,mcp4_abduction_l,mcp4_abduction_r,mcp4_flexion_l,mcp4_flexion_r,mcp5_abduction_l,mcp5_abduction_r,mcp5_flexion_l,mcp5_flexion_r,md2_flexion_l,md2_flexion_r,md3_flexion_l,md3_flexion_r,md4_flexion_l,md4_flexion_r,md5_flexion_l,md5_flexion_r,mp_flexion_l,mp_flexion_r,mtp_flex_l,mtp_flex_r,pm2_flexion_l,pm2_flexion_r,pm3_flexion_l,pm3_flexion_r,pm4_flexion_l,pm4_flexion_r,pm5_flexion_l,pm5_flexion_r,pro_sup,pro_sup_l,shoulder1_r2_l,shoulder1_r2_r,shoulder_elv_l,shoulder_elv_r,shoulder_rot_l,shoulder_rot_r,skull_AR,skull_FE,skull_LB,sternoclavicular_r2_l,sternoclavicular_r2_r,sternoclavicular_r3_l,sternoclavicular_r3_r,subtalar_angle_l,subtalar_angle_r,unrothum_r1_l,unrothum_r1_r,unrothum_r2_l,unrothum_r2_r,unrothum_r3_l,unrothum_r3_r,unrotscap_r2_l,unrotscap_r2_r,unrotscap_r3_l,unrotscap_r3_r
-0.011185,-0.00953,-0.000775,0.01068,-0.024,-0.189,0.03915,0.1761,-0.1898,0.0371,-0.079,-0.1534,0.03928,0.1702,-0.06586,0.03928,-0.1304,-0.1161,0.03986,-0.1726,-0.3428,-0.03009,0.1641,0.014084,0.06003,-0.009995,-0.006084,0.2437,0.2079,0.04236,0.05283,0.06012,0.0546,-0.02019,0.0647,0.12335,-0.02876,0.0006323,0.01738,-0.01232,-8.49e-05,0.05228,0.02536,-0.001034,0.1622,0.04675,-0.002707,0.1708,0.04953,-0.02231,0.0643,0.04312,-0.1,-0.1,-0.1,-0.1,-0.1747,0.2263,0.8545,1.662,1.01,0.8467,-0.7856,-0.524,-0.3691,-0.514,0.3752,0.11383,-0.1361,-0.2491,0.2,0.2,0.747,0.0,0.05,-0.0179,0.03424,-0.2644,0.000576,-0.004807,0.9097,0.0,0.05,-0.0179,0.03162,0.12067,0.001599,0.006798,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.879,0.947,-0.3254,-0.728,0.4553,1.052,-0.3254,-0.728,-0.06046,-0.07623,-0.05103,-0.1641,-0.0431,0.0718,0.1262,0.349,-0.1484,-0.0004325,-0.02843,0.1255,0.1049,-0.2986,-0.02151,0.05405,0.0976,-0.0326,-0.1161
-0.01965,-0.0197,-0.0006227,0.0109,-0.02286,-0.1838,0.03864,0.1753,-0.1827,0.0342,-0.0901,-0.1528,0.03928,0.1759,-0.0508,0.03925,-0.129,-0.11176,0.0394,-0.1748,-0.3613,-0.01249,0.1588,0.00512,0.06003,-0.00995,-0.002031,0.2351,0.2025,0.03674,0.02959,0.0644,0.08954,-0.01816,0.0699,0.1274,-0.02505,0.005318,0.001777,-0.0116,0.004856,0.03056,0.02269,0.004284,0.1372,0.0417,0.003521,0.1588,0.04355,-0.01662,0.06744,0.04034,-0.1,-0.1,-0.1,-0.1,-0.1747,0.241,0.8203,1.632,1.018,0.847,-0.785,-0.4734,-0.3884,-0.5005,0.3708,0.1189,-0.136,-0.2462,0.2,0.2,0.729,0.0,0.05,-0.0179,0.03387,-0.2476,0.000374,-0.004803,0.8403,0.0,0.05,-0.0179,0.033,0.11725,0.001598,0.006786,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.891,0.9404,-0.322,-0.7085,0.4587,1.035,-0.322,-0.7085,-0.05557,-0.042,-0.0525,-0.1544,-0.0446,0.0751,0.1124,0.3494,-0.10736,-0.00224,-0.05035,0.1261,0.11206,-0.2996,-0.02701,0.04105,0.1072,-0.02625,-0.11615
-0.02745,-0.02884,-0.000516,0.01059,-0.02216,-0.182,0.03812,0.1731,-0.1808,0.03256,-0.0929,-0.1552,0.03928,0.1737,-0.04678,0.03928,-0.1295,-0.111,0.0392,-0.175,-0.361,0.00453,0.1548,0.001291,0.0599,-0.00999,-7.826e-05,0.223,0.1946,0.02504,-0.00873,0.0707,0.1327,-0.01392,0.0771,0.1256,-0.02066,0.00808,-0.02625,-0.01168,0.00798,-0.001035,0.01703,0.00787,0.10767,0.03256,0.00841,0.1555,0.0349,-0.00909,0.07983,0.036,-0.1,-0.1,-0.1,-0.1,-0.1743,0.2515,0.782,1.607,1.026,0.8545,-0.785,-0.434,-0.4055,-0.4856,0.353,0.1169,-0.1373,-0.2378,0.2,0.2,0.7056,0.0,0.05,-0.0179,0.03056,-0.2115,3.6e-05,-0.00518,0.7446,0.0,0.05,-0.0179,0.03403,0.11,0.0015955,0.00679,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9097,0.9355,-0.3135,-0.6875,0.4546,1.021,-0.3135,-0.6875,-0.0469,-0.00617,-0.0529,-0.141,-0.04242,0.0844,0.1007,0.349,-0.0715,-0.00429,-0.06604,0.1274,0.1194,-0.3003,-0.02919,0.02663,0.11536,-0.02397,-0.1157
-0.0337,-0.03604,-0.000605,0.00983,-0.02357,-0.1873,0.038,0.1709,-0.1862,0.03375,-0.0937,-0.1653,0.03928,0.17,-0.0569,0.03928,-0.1337,-0.09174,0.0392,-0.1748,-0.3633,0.01288,0.1506,0.006218,0.05963,-0.01,-0.001968,0.2133,0.1893,0.02737,-0.0503,0.081,0.1547,-0.01199,0.0875,0.1182,-0.02051,0.00888,-0.04834,-0.01488,0.00891,-0.02191,0.0104,0.00901,0.09283,0.02461,0.0106,0.1626,0.02765,0.001731,0.0855,0.03094,-0.1,-0.1,-0.1,-0.1,-0.1732,0.2559,0.7544,1.584,1.031,0.8667,-0.785,-0.4019,-0.4124,-0.4731,0.3218,0.11664,-0.1376,-0.2183,0.2,0.2,0.692,0.0,0.05,-0.0179,0.02394,-0.1633,2.11e-05,-0.005867,0.65,0.0,0.05,-0.0179,0.03452,0.10004,0.001593,0.00678,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.944,0.9414,-0.302,-0.6753,0.445,1.008,-0.302,-0.6753,-0.03232,0.009,-0.05118,-0.1305,-0.04077,0.0965,0.0962,0.3455,-0.03387,-0.00683,-0.06635,0.1276,0.126,-0.3,-0.0325,0.01236,0.11694,-0.02824,-0.11487
-0.0367,-0.03946,-0.000892,0.00922,-0.02716,-0.1936,0.03827,0.1715,-0.1931,0.036,-0.0938,-0.1802,0.03928,0.1713,-0.08997,0.03928,-0.144,-0.0462,0.03928,-0.1749,-0.3806,0.00371,0.1428,0.02022,0.05948,-0.01,-0.006294,0.211,0.1934,0.0478,-0.08704,0.09766,0.1256,-0.01604,0.10284,0.1152,-0.02641,0.00873,-0.03406,-0.02243,0.00875,-0.00627,0.00734,0.00892,0.1048,0.02402,0.01094,0.1631,0.0271,0.014755,0.0654,0.02905,-0.1,-0.1,-0.1,-0.1,-0.1733,0.2627,0.744,1.567,1.024,0.8706,-0.7856,-0.3843,-0.404,-0.463,0.2874,0.1254,-0.1311,-0.1847,0.2,0.2,0.6973,0.0,0.05,-0.0179,0.01779,-0.1156,0.0004873,-0.00648,0.572,0.0,0.05,-0.0179,0.03345,0.08575,0.001604,0.006763,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9883,0.966,-0.288,-0.671,0.4324,0.9854,-0.288,-0.671,-0.01491,-0.00886,-0.04486,-0.1277,-0.0414,0.1069,0.0998,0.332,0.02382,-0.01306,-0.05124,0.126,0.1288,-0.2944,-0.0416,0.002647,0.1138,-0.03882,-0.1143
-0.03485,-0.03723,-0.001252,0.00899,-0.03123,-0.1963,0.0388,0.1754,-0.1962,0.03796,-0.08685,-0.1919,0.03928,0.1772,-0.1403,0.03928,-0.1589,-0.01662,0.03928,-0.1754,-0.3835,-0.02245,0.1278,0.0394,0.05963,-0.01,-0.00978,0.2178,0.2087,0.07947,-0.1247,0.1242,0.0382,-0.02847,0.127,0.1279,-0.03705,0.008514,0.03387,-0.0341,0.00853,0.0564,0.01133,0.008675,0.1384,0.03302,0.009895,0.1332,0.03543,0.02545,0.01793,0.03357,-0.1,-0.1,-0.1,-0.1,-0.1791,0.279,0.751,1.573,1.001,0.863,-0.7856,-0.4277,-0.384,-0.4534,0.261,0.1409,-0.119,-0.1445,0.2,0.2,0.724,0.0,0.05,-0.0179,0.01779,-0.08154,0.001152,-0.006794,0.507,0.0,0.05,-0.0179,0.02882,0.0659,0.001637,0.006798,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.015,1.001,-0.269,-0.6587,0.4165,0.945,-0.269,-0.6587,-0.002398,-0.0584,-0.03433,-0.1285,-0.04584,0.1153,0.1078,0.3035,0.1021,-0.02872,-0.03552,0.1228,0.1282,-0.2793,-0.05502,-0.000903,0.11456,-0.05682,-0.11487
-0.0282,-0.02916,-0.001589,0.00834,-0.03387,-0.1962,0.0392,0.177,-0.1962,0.03915,-0.0686,-0.1967,0.03928,0.1779,-0.1824,0.03928,-0.17,-0.05435,0.03928,-0.1758,-0.3367,-0.05298,0.11206,0.05386,0.0599,-0.01,-0.00998,0.2308,0.2284,0.10876,-0.1707,0.1592,-0.06445,-0.04126,0.1604,0.1525,-0.04745,0.008514,0.1248,-0.0459,0.00863,0.1359,0.0188,0.00786,0.172,0.04517,0.006367,0.0752,0.0459,0.0299,-0.03226,0.03802,-0.1,-0.1,-0.1,-0.1,-0.1892,0.2952,0.779,1.615,0.967,0.848,-0.786,-0.556,-0.3713,-0.448,0.2507,0.1555,-0.1131,-0.1184,0.2,0.2,0.7695,0.0,0.05,-0.0179,0.02443,-0.0659,0.001586,-0.00685,0.4495,0.0,0.05,-0.0179,0.02196,0.0558,0.001648,0.006947,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.003,1.021,-0.2456,-0.627,0.402,0.8867,-0.2456,-0.627,-0.002789,-0.11566,-0.01886,-0.126,-0.05957,0.1221,0.1149,0.27,0.1709,-0.0596,-0.04123,0.1171,0.126,-0.2527,-0.0719,-0.0008287,0.12494,-0.08136,-0.1157
-0.01874,-0.01753,-0.001864,0.006596,-0.0344,-0.1956,0.03934,0.1672,-0.1957,0.0395,-0.0412,-0.1967,0.03928,0.1582,-0.1997,0.03928,-0.1718,-0.1364,0.03928,-0.176,-0.262,-0.0759,0.11334,0.0563,0.06003,-0.01,-0.006702,0.2455,0.2432,0.1193,-0.2212,0.1931,-0.1251,-0.03946,0.1931,0.1685,-0.05283,0.00874,0.184,-0.05255,0.0089,0.1854,0.02107,0.00488,0.1882,0.052,2.664e-05,0.01872,0.05063,0.02754,-0.05908,0.03387,-0.1,-0.1,-0.1,-0.1,-0.179,0.2903,0.8267,1.682,0.9297,0.83,-0.784,-0.7046,-0.388,-0.4517,0.2573,0.1655,-0.1252,-0.1175,0.2,0.2,0.827,0.0,0.05,-0.0179,0.03156,-0.0684,0.001684,-0.006813,0.397,0.0,0.05,-0.0179,0.01709,0.0765,0.001492,0.007057,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.981,1.018,-0.221,-0.5767,0.393,0.821,-0.221,-0.5767,-0.0165,-0.1511,0.005543,-0.12,-0.0838,0.1247,0.11365,0.2439,0.2006,-0.1017,-0.07623,0.1095,0.12213,-0.2186,-0.088,-0.0001358,0.1428,-0.1042,-0.1161
-0.01002,-0.00674,-0.002094,0.00437,-0.0342,-0.1954,0.0393,0.1443,-0.1954,0.03937,-0.00714,-0.1957,0.03928,0.1158,-0.1996,0.03928,-0.1696,-0.1941,0.03928,-0.1759,-0.2169,-0.0861,0.138,0.05118,0.06,-0.01,-0.002483,0.2576,0.249,0.11847,-0.2673,0.2178,-0.136,-0.02284,0.2145,0.1664,-0.0535,0.00888,0.197,-0.0537,0.00839,0.1956,0.016,-0.000491,0.1896,0.0529,-0.006508,-0.01805,0.0505,0.01862,-0.0626,0.0264,-0.1,-0.1,-0.1,-0.1,-0.1076,0.2576,0.874,1.75,0.8984,0.807,-0.78,-0.788,-0.4233,-0.4587,0.27,0.1661,-0.1516,-0.1282,0.2,0.2,0.8887,0.0,0.05,-0.0179,0.0344,-0.08685,0.00165,-0.00679,0.3489,0.0,0.05,-0.0179,0.013374,0.11804,0.001148,0.006508,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9824,1.006,-0.1993,-0.526,0.3875,0.764,-0.1993,-0.526,-0.03592,-0.1602,0.0338,-0.11584,-0.1085,0.1236,0.0979,0.22,0.1937,-0.1353,-0.11993,0.1036,0.1148,-0.1877,-0.0979,9.47e-05,0.1643,-0.11633,-0.1161
-0.005524,-0.001175,-0.002325,0.002867,-0.03528,-0.1954,0.03928,0.1168,-0.1954,0.03928,0.02794,-0.1953,0.03928,0.06866,-0.1962,0.03928,-0.1704,-0.2065,0.03928,-0.1759,-0.2203,-0.0824,0.1694,0.04678,0.06,-0.00999,-0.001083,0.2642,0.2477,0.1273,-0.2998,0.2322,-0.1282,-0.005783,0.2244,0.1573,-0.05267,0.00795,0.1904,-0.05283,0.005455,0.1896,0.01016,-0.005764,0.1869,0.0522,-0.01011,-0.03757,0.05054,0.003157,-0.0587,0.02701,-0.1,-0.1,-0.1,-0.1,0.01778,0.2134,0.898,1.799,0.875,0.772,-0.7773,-0.802,-0.4478,-0.462,0.278,0.1532,-0.1757,-0.1317,0.2,0.2,0.945,0.0,0.05,-0.0179,0.03418,-0.10754,0.001617,-0.006786,0.3105,0.0,0.05,-0.0179,0.006832,0.1455,0.000947,0.004852,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.003,1.001,-0.1843,-0.503,0.383,0.7227,-0.1843,-0.503,-0.05435,-0.1577,0.0519,-0.11444,-0.1202,0.1218,0.07697,0.1936,0.1758,-0.1438,-0.1389,0.1017,0.09735,-0.1682,-0.1049,6.09e-05,0.1844,-0.1183,-0.116
-0.005592,-0.001373,-0.002525,0.002163,-0.03687,-0.1954,0.03925,0.0962,-0.1954,0.0392,0.05154,-0.1954,0.03928,0.0371,-0.195,0.03928,-0.1736,-0.1998,0.03928,-0.1759,-0.2402,-0.0686,0.1914,0.0427,0.06,-0.00995,-0.003675,0.2651,0.2426,0.1428,-0.3127,0.2372,-0.1231,0.004078,0.2263,0.1531,-0.05225,0.004784,0.1855,-0.05225,-7.266e-05,0.1854,0.007126,-0.00853,0.1855,0.0521,-0.01067,-0.0438,0.0517,-0.01476,-0.05655,0.0345,-0.1,-0.1,-0.1,-0.1,0.11096,0.177,0.903,1.808,0.856,0.7246,-0.78,-0.796,-0.453,-0.4636,0.2825,0.1368,-0.1855,-0.1289,0.2,0.2,0.9844,0.0,0.05,-0.0179,0.0337,-0.1165,0.001543,-0.006783,0.2903,0.0,0.05,-0.0179,-4.065e-05,0.1443,0.001148,0.003109,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.025,1.008,-0.176,-0.5195,0.3796,0.703,-0.176,-0.5195,-0.06793,-0.155,0.0558,-0.11035,-0.11334,0.1186,0.0699,0.1693,0.1674,-0.1327,-0.1171,0.10114,0.0663,-0.1575,-0.1058,9.16e-05,0.1962,-0.1166,-0.11597
-0.00729,-0.003683,-0.002625,0.001397,-0.03705,-0.1954,0.0392,0.08984,-0.1953,0.03915,0.0553,-0.1954,0.03925,0.0267,-0.1951,0.03928,-0.1754,-0.195,0.03928,-0.1759,-0.2456,-0.05438,0.2023,0.03558,0.06,-0.00997,-0.00765,0.2622,0.2365,0.1467,-0.3083,0.2333,-0.1227,0.005184,0.2217,0.1564,-0.05225,-0.000433,0.1849,-0.05225,-0.005592,0.185,0.00691,-0.00902,0.1855,0.05228,-0.010185,-0.04053,0.05246,-0.02731,-0.05655,0.0406,-0.1,-0.1,-0.1,-0.1,0.0962,0.1549,0.907,1.771,0.8384,0.694,-0.784,-0.7983,-0.4478,-0.4673,0.2913,0.1288,-0.1809,-0.1324,0.2,0.2,0.998,0.0,0.05,-0.0179,0.03394,-0.11383,0.00139,-0.00678,0.2866,0.0,0.05,-0.0179,-0.002935,0.1299,0.001492,0.003086,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.051,1.021,-0.1691,-0.552,0.3765,0.7217,-0.1691,-0.552,-0.07434,-0.1545,0.0537,-0.10284,-0.09485,0.11304,0.0821,0.1483,0.1724,-0.11584,-0.06793,0.10065,0.0379,-0.1482,-0.0835,0.0001906,0.1938,-0.1151,-0.11597
-0.007477,-0.004124,-0.002645,0.000537,-0.03613,-0.1954,0.03928,0.1036,-0.1954,0.03918,0.04077,-0.1956,0.03928,0.03833,-0.1957,0.03928,-0.1759,-0.1948,0.03928,-0.1759,-0.2368,-0.0498,0.1993,0.02927,0.06,-0.01021,-0.01009,0.259,0.2317,0.1399,-0.2913,0.2241,-0.1239,-0.005974,0.2119,0.1604,-0.05234,-0.005543,0.1857,-0.05234,-0.008545,0.1857,0.01451,-0.00872,0.1859,0.05237,-0.009895,-0.03043,0.05255,-0.03137,-0.05695,0.04324,-0.1,-0.1,-0.1,-0.1,0.0006094,0.1504,0.9126,1.724,0.823,0.713,-0.786,-0.7856,-0.4353,-0.4707,0.3037,0.1263,-0.1644,-0.1434,0.2,0.2,0.9897,0.0,0.05,-0.0179,0.0341,-0.10266,0.001297,-0.00681,0.2917,0.0,0.05,-0.0179,-0.002686,0.11975,0.001647,0.004826,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.075,1.03,-0.1599,-0.5747,0.3718,0.7896,-0.1599,-0.5747,-0.07495,-0.1552,0.05225,-0.10144,-0.0744,0.10925,0.1018,0.1375,0.1832,-0.0953,-0.02151,0.1029,0.03668,-0.1392,-0.04086,-7.594e-05,0.1768,-0.1133,-0.116
-0.004654,-0.0008316,-0.002634,0.00035,-0.0357,-0.1959,0.03952,0.1343,-0.1962,0.0396,0.01504,-0.1958,0.03934,0.07495,-0.1962,0.03928,-0.1752,-0.196,0.03928,-0.1761,-0.2246,-0.05823,0.1768,0.02602,0.06,-0.01052,-0.010704,0.259,0.2286,0.1316,-0.2683,0.2122,-0.1254,-0.02417,0.1969,0.1543,-0.05246,-0.00827,0.1862,-0.05243,-0.00901,0.1865,0.0314,-0.00851,0.1866,0.05246,-0.00988,-0.00936,0.05255,-0.03075,-0.05695,0.04404,-0.1,-0.1,-0.1,-0.1,-0.0931,0.1672,0.9053,1.693,0.812,0.7695,-0.7856,-0.716,-0.415,-0.4744,0.31,0.1234,-0.142,-0.1515,0.2,0.2,0.968,0.0,0.05,-0.0179,0.03207,-0.0856,0.001392,-0.006886,0.3062,0.0,0.05,-0.0179,-0.001215,0.11597,0.001637,0.00625,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.088,1.025,-0.1523,-0.596,0.3647,0.889,-0.1523,-0.596,-0.074,-0.1566,0.05228,-0.1127,-0.0544,0.1085,0.11694,0.1519,0.1912,-0.06506,0.001526,0.109,0.05692,-0.1361,-0.006317,-0.001166,0.1489,-0.10876,-0.116
0.000722,0.005592,-0.002523,0.000981,-0.0349,-0.1964,0.03976,0.1642,-0.1971,0.04034,-0.00912,-0.196,0.03937,0.1256,-0.1956,0.03928,-0.171,-0.1953,0.03928,-0.1763,-0.21,-0.0724,0.1411,0.02197,0.06,-0.00991,-0.010445,0.261,0.2249,0.11646,-0.2522,0.198,-0.1255,-0.03726,0.1779,0.1382,-0.0526,-0.008575,0.1866,-0.05237,-0.00854,0.187,0.04745,-0.00849,0.1871,0.05255,-0.00993,0.02112,0.05255,-0.02962,-0.05667,0.04404,-0.1,-0.1,-0.1,-0.1,-0.1407,0.1968,0.8813,1.669,0.806,0.8125,-0.7856,-0.5957,-0.3933,-0.48,0.3071,0.11707,-0.1226,-0.1542,0.2,0.2,0.9297,0.0,0.05,-0.0179,0.02768,-0.0727,0.001584,-0.006893,0.329,0.0,0.05,-0.0179,0.000948,0.10626,0.001604,0.00555,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.077,1.016,-0.1533,-0.628,0.3582,0.981,-0.1533,-0.628,-0.0735,-0.157,0.05237,-0.1283,-0.0337,0.1075,0.1247,0.1898,0.1897,-0.02972,0.004395,0.11646,0.06635,-0.1431,0.004887,-0.001829,0.11945,-0.1029,-0.116
0.006104,0.01201,-0.002172,0.002258,-0.0317,-0.1953,0.03888,0.1782,-0.1954,0.0395,-0.02028,-0.1951,0.0391,0.165,-0.1925,0.03928,-0.1628,-0.191,0.03928,-0.1755,-0.193,-0.08014,0.11163,0.0197,0.06,-0.00715,-0.0093,0.2607,0.2188,0.0887,-0.2484,0.1833,-0.1203,-0.042,0.1597,0.125,-0.0524,-0.00812,0.1868,-0.05188,-0.008224,0.1858,0.0541,-0.00853,0.1853,0.05234,-0.00996,0.04565,0.052,-0.0293,-0.057,0.0437,-0.1,-0.1,-0.1,-0.1,-0.1505,0.2184,0.853,1.641,0.8037,0.8203,-0.785,-0.4934,-0.378,-0.4849,0.3022,0.1037,-0.1125,-0.1583,0.2,0.2,0.8755,0.0,0.05,-0.0179,0.02505,-0.0752,0.001702,-0.0065,0.3547,0.0,0.05,-0.0179,0.002125,0.08075,0.001594,0.003098,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.042,1.017,-0.1638,-0.658,0.3535,1.037,-0.1638,-0.658,-0.0735,-0.1516,0.05133,-0.1354,-0.0172,0.10583,0.1271,0.2294,0.1707,-0.004597,0.001291,0.12115,0.05643,-0.1581,0.002953,0.002533,0.0993,-0.10156,-0.116
